x,y
2694949.400,1264281.160
2694958.792,1264294.521
2694974.667,1264315.291
2694994.643,1264339.765
2695013.560,1264361.328
2695032.609,1264380.775
2695052.850,1264399.957
2695069.386,1264414.509
2695089.229,1264430.913
2695112.115,1264448.243
2695128.651,1264460.017
2695149.024,1264473.378
2695161.327,1264481.051
2695183.419,1264493.751
2695204.453,1264505.128
2695221.651,1264513.991
2695238.849,1264521.664
2695257.502,1264529.733
2695273.112,1264536.215
2695292.955,1264543.623
2695312.269,1264550.106
2695328.541,1264555.000
2695355.661,1264562.673
2695381.325,1264568.494
2695409.767,1264573.917
2695427.626,1264576.695
2695442.747,1264578.813
2695453.820,1264580.002
2695476.970,1264581.854
2695499.989,1264583.044
2695520.626,1264583.838
2695539.676,1264583.573
2695564.546,1264582.515
2695589.284,1264580.663
2695612.700,1264578.149
2695634.660,1264574.974
2695655.165,1264571.534
2695674.214,1264567.830
2695702.128,1264561.083
2695723.029,1264555.526
2695755.176,1264544.942
2695774.226,1264538.195
2695789.174,1264532.242
2695803.991,1264526.289
2695819.601,1264519.145
2695835.873,1264511.472
2695853.997,1264502.608
2695864.448,1264497.052
2695915.549,1264468.739
2695953.959,1264448.828
2695998.958,1264428.295
2696054.591,1264408.350
2696090.187,1264398.478
2696126.650,1264390.123
2696159.102,1264384.706
2696181.681,1264381.870
2696198.928,1264379.935
2696213.259,1264378.959
2696224.417,1264378.078
2696232.001,1264377.685
2696255.769,1264377.506
2696280.771,1264377.895
2696308.945,1264379.485
2696350.685,1264383.979
2696380.041,1264388.756
2696393.689,1264391.205
2696408.816,1264394.332
2696438.664,1264402.129
2696459.446,1264408.235
2696480.065,1264415.135
2696508.455,1264425.719
2696536.648,1264437.397
2696555.011,1264445.896
2696579.585,1264458.183
2696606.076,1264472.387
2696639.668,1264491.213
2696665.031,1264506.204
2696709.107,1264532.131
2696736.273,1264548.024
2696783.505,1264574.402
2696834.055,1264599.020
2696851.809,1264607.365
2696873.661,1264616.471
2696899.763,1264626.941
2696931.022,1264638.171
2696954.998,1264646.063
2696981.706,1264654.256
2697020.250,1264664.424
2697046.352,1264670.494
2697067.901,1264674.742
2697107.659,1264681.723
2697138.311,1264686.124
2697167.600,1264689.918
2697192.182,1264692.648
2697221.318,1264696.140
2697256.220,1264700.085
2697292.775,1264704.424
2697307.787,1264706.073
2697333.788,1264710.035
2697344.993,1264711.815
2697360.474,1264713.742
2697384.602,1264717.687
2697404.936,1264721.785
2697424.359,1264725.731
2697441.963,1264729.675
2697470.492,1264736.808
2697498.414,1264744.092
2697521.479,1264750.920
2697541.360,1264756.991
2697562.605,1264763.668
2697583.091,1264770.952
2697612.529,1264781.422
2697640.907,1264792.197
2697664.278,1264800.999
2697689.771,1264811.166
2697709.953,1264820.271
2697724.820,1264826.420
2697736.030,1264831.290
2697754.659,1264839.650
2697763.549,1264843.570
2697794.980,1264858.070
2697825.990,1264872.250
2697850.859,1264884.519
2697874.779,1264896.270
2697903.570,1264910.560
2697915.320,1264916.800
2697948.339,1264933.320
2698029.930,1264974.910
2698068.560,1264994.590
2698119.680,1265020.310
2698164.339,1265042.540
2698220.640,1265068.890
2698241.070,1265078.310
2698265.895,1265089.860
2698293.780,1265101.270
2698321.400,1265112.700
2698338.750,1265119.790
2698361.830,1265129.110
2698385.530,1265137.891
2698411.360,1265147.100
2698431.890,1265153.870
2698454.541,1265161.390
2698477.930,1265168.690
2698489.151,1265171.974
2698499.225,1265175.131
2698512.960,1265178.740
2698533.701,1265184.250
2698547.990,1265187.740
2698571.060,1265192.820
2698594.660,1265197.790
2698622.710,1265203.080
2698642.500,1265206.049
2698662.710,1265208.910
2698681.717,1265211.219
2698712.691,1265214.554
2698735.719,1265216.234
2698756.442,1265217.365
2698798.359,1265218.501
2698822.168,1265217.859
2698848.240,1265216.419
2698860.831,1265215.780
2698879.571,1265214.620
2698905.701,1265212.289
2698929.201,1265209.429
2698952.171,1265206.469
2698975.241,1265203.079
2699000.110,1265197.790
2699022.861,1265192.919
2699044.451,1265187.739
2699068.690,1265181.179
2699085.201,1265176.410
2699098.851,1265172.500
2699118.221,1265165.940
2699147.320,1265155.669
2699165.951,1265148.789
2699196.110,1265136.730
2699223.631,1265125.510
2699234.064,1265120.925
2699243.119,1265116.935
2699267.870,1265106.460
2699303.750,1265090.799
2699331.900,1265078.730
2699357.401,1265068.680
2699385.870,1265057.770
2699412.011,1265048.669
2699431.380,1265042.430
2699459.320,1265033.750
2699481.564,1265027.706
2699514.884,1265019.568
2699531.605,1265016.182
2699555.947,1265011.737
2699575.526,1265008.350
2699591.719,1265005.810
2699608.651,1265003.482
2699631.724,1265000.942
2699657.760,1264998.190
2699681.041,1264996.497
2699704.749,1264995.545
2699729.938,1264995.439
2699741.156,1264995.333
2699764.332,1264995.651
2699791.109,1264996.391
2699820.743,1264998.508
2699846.883,1265001.047
2699874.082,1265004.435
2699900.435,1265008.456
2699923.402,1265012.795
2699952.398,1265018.828
2699976.211,1265024.544
2699996.002,1265029.729
2700014.206,1265034.914
2700038.759,1265042.324
2700060.349,1265049.414
2700078.342,1265055.763
2700098.661,1265063.701
2700118.135,1265071.322
2700136.337,1265079.153
2700150.414,1265085.504
2700166.924,1265093.335
2700184.624,1265102.293
2700201.841,1265110.455
2700202.477,1265110.792
2700220.899,1265120.534
2700239.738,1265130.588
2700259.423,1265141.595
2700279.213,1265152.918
2700306.518,1265168.159
2700341.549,1265187.421
2700365.784,1265200.333
2700385.998,1265211.127
2700399.863,1265218.112
2700417.537,1265226.685
2700420.222,1265227.990
2700430.131,1265232.506
2700447.327,1265240.342
2700474.671,1265252.297
2700501.535,1265263.380
2700528.715,1265273.907
2700553.192,1265283.096
2700590.102,1265295.378
2700614.899,1265303.284
2700632.013,1265308.740
2700639.048,1265310.612
2700661.120,1265317.134
2700699.863,1265327.555
2700733.470,1265335.574
2700762.548,1265341.870
2700793.371,1265347.847
2700846.192,1265356.750
2700893.725,1265363.909
2700955.600,1265372.442
2700987.320,1265375.989
2701032.643,1265381.308
2701068.718,1265385.371
2701101.862,1265389.028
2701141.092,1265394.337
2701154.357,1265395.650
2701168.515,1265397.191
2701197.150,1265400.360
2701235.169,1265404.990
2701266.729,1265408.767
2701304.259,1265413.398
2701352.025,1265419.003
2701398.208,1265424.365
2701426.113,1265427.655
2701467.176,1265432.772
2701520.913,1265438.988
2701553.570,1265443.008
2701574.285,1265445.445
2701622.295,1265451.050
2701669.573,1265456.534
2701704.059,1265460.799
2701748.535,1265465.795
2701787.771,1265469.937
2701816.773,1265473.106
2701856.984,1265477.371
2701900.608,1265481.635
2701941.145,1265485.709
2701963.166,1265487.403
2702016.781,1265491.789
2702056.099,1265494.877
2702101.588,1265497.790
2702135.656,1265499.918
2702152.652,1265500.224
2702179.576,1265501.050
2702247.326,1265503.161
2702277.972,1265503.446
2702321.330,1265503.946
2702396.569,1265502.511
2702462.824,1265499.304
2702491.825,1265497.720
2702545.440,1265493.699
2702577.244,1265490.775
2702600.397,1265488.703
2702626.229,1265486.144
2702664.978,1265481.757
2702707.139,1265476.396
2702741.867,1265471.643
2702770.990,1265467.744
2702835.328,1265457.997
2702893.818,1265448.615
2702931.593,1265442.399
2702978.263,1265434.357
2703042.844,1265423.268
2703101.821,1265412.789
2703129.187,1265408.625
2703145.662,1265405.161
2703146.637,1265404.992
2703162.747,1265402.188
2703217.216,1265392.439
2703265.226,1265384.032
2703305.628,1265377.057
2703348.698,1265369.473
2703392.440,1265361.368
2703434.480,1265354.300
2703474.935,1265346.867
2703514.050,1265340.044
2703549.631,1265333.707
2703572.417,1265329.808
2703593.132,1265326.029
2703613.603,1265322.618
2703629.201,1265319.572
2703678.795,1265311.165
2703709.015,1265305.438
2703777.252,1265293.495
2703822.933,1265285.487
2703838.422,1265282.772
2703903.370,1265271.318
2703949.552,1265262.911
2703988.300,1265256.209
2704029.244,1265249.141
2704072.990,1265241.830
2704108.049,1265236.297
2704128.456,1265232.461
2704129.591,1265232.284
2704151.219,1265228.914
2704193.258,1265221.967
2704242.365,1265214.899
2704290.984,1265207.589
2704335.581,1265201.375
2704369.335,1265197.110
2704404.550,1265192.968
2704438.788,1265188.903
2704464.188,1265186.152
2704496.909,1265183.021
2704539.930,1265179.197
2704559.750,1265177.579
2704586.721,1265175.055
2704607.193,1265173.592
2704653.862,1265171.154
2704689.809,1265169.448
2704726.487,1265168.107
2704760.971,1265167.499
2704788.266,1265167.256
2704827.868,1265167.376
2704860.160,1265167.620
2704890.014,1265168.474
2704925.961,1265169.447
2704947.894,1265170.423
2704989.811,1265172.373
2705018.935,1265174.323
2705042.695,1265176.273
2705064.263,1265177.978
2705092.654,1265180.659
2705106.608,1265182.574
2705121.533,1265183.516
2705141.883,1265185.776
2705163.696,1265188.335
2705190.504,1265191.625
2705215.605,1265195.159
2705243.144,1265198.937
2705265.565,1265202.349
2705291.763,1265206.735
2705332.583,1265213.316
2705402.162,1265226.475
2705463.941,1265238.661
2705502.448,1265246.825
2705568.248,1265260.837
2705638.435,1265275.583
2705698.630,1265288.376
2705733.359,1265295.323
2705769.671,1265302.633
2705795.625,1265307.386
2705843.880,1265316.282
2705883.360,1265323.105
2705935.879,1265331.269
2705974.871,1265336.873
2706015.449,1265341.870
2706050.786,1265346.135
2706094.226,1265350.913
2706118.657,1265352.594
2706147.415,1265354.909
2706179.098,1265357.101
2706213.703,1265359.418
2706227.596,1265360.148
2706270.365,1265361.854
2706301.559,1265362.463
2706327.070,1265362.964
2706351.885,1265363.195
2706376.498,1265363.560
2706415.005,1265363.438
2706442.421,1265362.828
2706469.108,1265362.463
2706500.302,1265361.732
2706535.761,1265360.757
2706577.156,1265359.613
2706601.561,1265358.807
2706628.003,1265357.955
2706643.089,1265357.389
2706671.897,1265356.164
2706699.589,1265355.000
2706719.534,1265354.313
2706744.278,1265353.629
2706762.440,1265352.944
2706779.439,1265352.601
2706801.167,1265351.984
2706824.403,1265351.573
2706845.584,1265351.229
2706867.722,1265350.887
2706884.995,1265350.818
2706922.898,1265350.612
2706948.442,1265350.771
2706967.250,1265351.015
2706989.211,1265351.863
2707028.644,1265352.713
2707058.889,1265353.770
2707093.583,1265356.251
2707115.020,1265356.849
2707143.130,1265358.499
2707167.049,1265360.210
2707194.670,1265362.130
2707226.060,1265364.459
2707248.480,1265365.900
2707272.600,1265367.610
2707297.959,1265369.260
2707331.890,1265371.310
2707362.250,1265372.960
2707383.850,1265374.050
2707411.740,1265375.080
2707433.610,1265375.970
2707450.950,1265376.320
2707467.260,1265376.731
2707503.408,1265376.909
2707545.880,1265376.248
2707571.172,1265375.494
2707595.848,1265374.602
2707618.534,1265373.026
2707634.642,1265372.066
2707648.145,1265370.970
2707664.047,1265369.394
2707681.938,1265367.543
2707702.362,1265364.939
2707717.304,1265363.226
2707734.851,1265360.552
2707752.192,1265357.948
2707765.627,1265355.823
2707786.532,1265352.190
2707812.578,1265347.049
2707842.257,1265340.811
2707869.057,1265334.643
2707884.753,1265330.393
2707900.999,1265326.280
2707913.061,1265323.059
2707924.371,1265319.838
2707937.393,1265316.137
2707951.513,1265312.093
2707966.387,1265307.294
2707980.919,1265302.771
2707992.365,1265298.865
2708004.977,1265294.615
2708020.125,1265289.268
2708037.809,1265282.826
2708056.384,1265275.766
2708066.096,1265272.583
2708080.069,1265266.850
2708089.328,1265262.948
2708103.258,1265257.028
2708117.622,1265250.847
2708131.030,1265244.839
2708146.266,1265238.049
2708160.109,1265231.780
2708184.138,1265220.375
2708199.461,1265213.149
2708212.085,1265207.054
2708238.030,1265193.995
2708273.029,1265175.712
2708305.659,1265158.700
2708325.953,1265147.854
2708366.444,1265125.607
2708395.391,1265109.318
2708410.193,1265101.220
2708478.793,1265062.776
2708544.601,1265027.033
2708562.753,1265017.165
2708608.549,1264993.151
2708631.913,1264981.422
2708676.498,1264959.548
2708707.868,1264945.120
2708738.862,1264931.064
2708785.031,1264911.331
2708806.255,1264902.675
2708823.287,1264895.694
2708859.776,1264881.359
2708880.813,1264873.539
2708929.588,1264855.854
2708980.551,1264837.643
2708994.908,1264832.859
2709019.969,1264824.579
2709053.664,1264812.757
2709099.833,1264796.746
2709144.885,1264780.736
2709180.630,1264767.425
2709229.219,1264748.529
2709250.347,1264739.687
2709280.878,1264726.749
2709304.614,1264716.136
2709314.201,1264711.669
2709333.749,1264702.454
2709362.045,1264688.305
2709390.715,1264672.946
2709394.903,1264670.524
2709407.750,1264663.265
2709421.712,1264655.260
2709436.978,1264645.953
2709456.991,1264633.294
2709467.044,1264626.591
2709484.636,1264614.676
2709499.344,1264604.437
2709513.864,1264593.732
2709548.678,1264566.273
2709567.574,1264550.262
2709575.020,1264543.747
2709594.196,1264526.155
2709608.437,1264512.843
2709661.681,1264457.924
2709680.948,1264436.607
2709708.596,1264404.217
2709717.438,1264393.977
2709735.032,1264372.009
2709747.599,1264356.091
2709769.101,1264328.818
2709779.898,1264314.577
2709794.438,1264294.147
2709822.157,1264258.356
2709846.732,1264225.217
2709873.820,1264189.289
2709888.899,1264169.182
2709906.606,1264145.947
2709935.400,1264109.044
2709963.201,1264074.957
2709976.937,1264058.242
2709997.622,1264034.249
2710022.609,1264006.612
2710059.015,1263969.380
2710078.046,1263950.846
2710141.589,1263894.253
2710158.302,1263880.850
2710182.297,1263862.151
2710223.833,1263832.034
2710254.796,1263811.391
2710264.541,1263804.895
2710312.912,1263774.771
2710340.667,1263759.391
2710376.579,1263740.359
2710404.109,1263727.031
2710440.992,1263710.161
2710474.607,1263696.202
2710515.074,1263680.313
2710540.124,1263671.115
2710549.544,1263668.064
2710572.996,1263659.775
2710600.464,1263651.169
2710639.685,1263638.759
2710725.073,1263614.435
2710809.800,1263592.096
2710865.070,1263578.362
2710970.977,1263552.382
2711034.191,1263536.829
2711145.393,1263509.029
2711267.022,1263477.590
2711384.017,1263446.148
2711459.641,1263424.803
2711509.169,1263410.844
2711550.158,1263398.327
2711618.834,1263377.146
2711710.511,1263346.862
2711742.614,1263335.941
2711774.903,1263324.549
2711794.079,1263317.660
2711826.099,1263306.117
2711862.535,1263292.123
2711884.721,1263283.669
2711923.459,1263268.143
2711958.384,1263253.988
2711988.679,1263241.023
2712017.781,1263228.456
2712046.753,1263215.624
2712081.943,1263199.617
2712112.106,1263185.066
2712142.531,1263170.513
2712179.838,1263151.596
2712200.475,1263140.879
2712231.829,1263124.343
2712256.566,1263110.717
2712278.129,1263098.415
2712307.497,1263081.746
2712334.485,1263065.606
2712371.791,1263042.720
2712397.852,1263026.052
2712422.121,1263010.643
2712428.664,1263006.022
2712435.765,1263001.242
2712466.651,1262980.409
2712489.367,1262964.581
2712500.606,1262956.735
2712520.056,1262942.432
2712532.384,1262933.367
2712552.238,1262918.610
2712597.760,1262883.373
2712626.468,1262860.388
2712638.779,1262850.068
2712676.907,1262818.104
2712706.410,1262792.017
2712747.381,1262755.214
2712760.975,1262742.425
2712789.147,1262715.685
2712827.514,1262677.407
2712861.947,1262641.813
2712885.377,1262616.770
2712908.093,1262591.640
2712929.556,1262567.402
2712953.973,1262539.052
2712987.153,1262499.076
2713002.088,1262480.474
2713022.120,1262455.164
2713041.169,1262430.302
2713059.324,1262405.797
2713083.740,1262372.170
2713094.025,1262357.682
2713103.863,1262343.550
2713117.763,1262323.471
2713126.799,1262309.673
2713134.245,1262298.802
2713177.255,1262232.237
2713202.634,1262191.115
2713261.646,1262093.239
2713279.614,1262062.630
2713306.516,1262016.510
2713330.177,1261975.949
2713344.393,1261951.357
2713363.481,1261918.839
2713379.920,1261890.902
2713395.190,1261865.031
2713413.785,1261834.130
2713434.017,1261800.907
2713450.080,1261774.823
2713486.817,1261717.174
2713501.008,1261695.615
2713529.394,1261653.395
2713555.714,1261616.116
2713589.400,1261569.943
2713607.097,1261546.857
2713629.282,1261518.831
2713643.863,1261500.664
2713644.474,1261499.903
2713650.290,1261492.654
2713668.756,1261470.909
2713707.524,1261427.027
2713749.834,1261382.111
2713772.829,1261358.845
2713789.807,1261341.869
2713816.396,1261316.448
2713841.368,1261293.271
2713872.360,1261265.604
2713915.369,1261229.051
2713936.673,1261211.864
2713950.165,1261201.301
2713975.752,1261180.805
2713998.299,1261163.827
2714010.516,1261154.665
2714033.242,1261138.046
2714060.523,1261118.153
2714112.830,1261081.813
2714155.320,1261052.979
2714181.394,1261035.823
2714218.310,1261011.601
2714225.206,1261007.076
2714275.152,1260975.187
2714310.005,1260952.998
2714370.548,1260914.732
2714420.084,1260883.398
2714447.587,1260865.997
2714454.623,1260861.719
2714458.417,1260859.145
2714503.149,1260830.844
2714532.060,1260812.518
2714605.832,1260765.774
2714653.682,1260735.562
2714732.030,1260686.398
2714752.772,1260673.015
2714779.620,1260655.229
2714805.231,1260638.745
2714845.866,1260612.455
2714891.404,1260582.984
2714936.317,1260553.720
2714971.005,1260530.822
2714999.276,1260512.199
2715044.292,1260482.258
2715094.317,1260448.665
2715168.218,1260398.139
2715241.729,1260346.945
2715290.768,1260312.271
2715292.841,1260310.737
2715294.122,1260309.830
2715346.072,1260272.087
2715396.056,1260235.439
2715480.234,1260172.155
2715509.283,1260149.900
2715558.537,1260111.721
2715620.953,1260062.536
2715656.815,1260033.589
2715709.359,1259990.844
2715742.218,1259963.813
2715764.149,1259945.524
2715817.337,1259900.715
2715848.667,1259873.829
2715879.050,1259847.745
2715922.183,1259810.003
2715968.085,1259769.130
2716006.264,1259734.740
2716023.240,1259719.365
2716065.440,1259680.706
2716108.487,1259641.040
2716211.949,1259545.886
2716263.024,1259500.131
2716317.013,1259452.844
2716348.779,1259426.104
2716361.166,1259415.540
2716387.323,1259394.047
2716420.329,1259367.525
2716445.393,1259347.927
2716479.635,1259322.206
2716509.581,1259300.493
2716539.892,1259279.290
2716565.319,1259262.096
2716595.331,1259242.995
2716620.838,1259226.759
2716647.214,1259210.729
2716684.590,1259189.817
2716752.641,1259155.211
2716807.332,1259130.042
2716840.438,1259116.474
2716862.962,1259107.244
2716872.426,1259103.482
2716915.870,1259088.070
2716981.789,1259066.845
2717039.134,1259051.169
2717098.430,1259037.343
2717158.992,1259025.950
2717206.993,1259018.841
2717254.995,1259013.193
2717316.800,1259008.495
2717379.419,1259005.048
2717398.163,1259004.612
2717446.804,1259003.261
2717510.578,1259003.357
2717550.725,1259004.491
2717603.042,1259005.968
2717714.364,1259010.365
2717779.014,1259013.675
2717847.346,1259017.101
2717859.936,1259018.019
2717918.928,1259019.321
2717985.235,1259021.461
2718089.124,1259021.558
2718151.730,1259020.195
2718211.901,1259016.884
2718283.843,1259010.556
2718305.409,1259008.109
2718314.536,1259007.086
2718353.294,1259000.997
2718410.492,1258990.435
2718490.235,1258973.349
2718558.804,1258955.529
2718622.993,1258936.104
2718682.654,1258915.513
2718733.333,1258896.013
2718782.259,1258875.712
2718822.205,1258857.748
2718835.304,1258851.897
2718870.035,1258834.453
2718923.416,1258806.558
2718983.224,1258772.235
2719045.512,1258733.240
2719107.948,1258690.155
2719170.532,1258642.761
2719227.927,1258595.513
2719283.207,1258545.709
2719342.576,1258487.142
2719398.731,1258426.020
2719435.900,1258382.496
2719477.086,1258330.210
2719523.237,1258267.846
2719557.341,1258218.700
2719569.554,1258200.545
2719573.065,1258195.701
2719597.723,1258158.672
2719634.966,1258102.005
2719668.412,1258050.813
2719705.436,1257994.509
2719753.341,1257923.163
2719801.245,1257853.789
2719805.384,1257848.282
2719835.712,1257807.927
2719883.909,1257750.310
2719928.820,1257700.872
2719978.770,1257649.605
2720034.707,1257597.028
2720087.941,1257551.165
2720146.060,1257504.876
2720203.076,1257463.470
2720221.735,1257451.135
2720248.644,1257432.855
2720299.636,1257401.034
2720356.268,1257368.555
2720432.232,1257329.449
2720473.639,1257309.897
2720535.529,1257283.224
2720571.841,1257269.092
2720623.763,1257250.142
2720670.317,1257234.642
2720707.560,1257223.359
2720754.826,1257209.886
2720802.476,1257197.781
2720843.936,1257187.923
2720845.634,1257187.703
2720901.008,1257176.257
2720935.403,1257170.068
2720980.315,1257162.783
2721031.251,1257155.499
2721072.073,1257150.356
2721130.280,1257144.712
2721160.269,1257142.693
2721194.664,1257139.949
2721258.518,1257136.597
2721315.492,1257135.186
2721376.701,1257134.834
2721451.139,1257136.421
2721503.014,1257138.612
2721538.855,1257140.568
2721548.502,1257141.187
2721571.840,1257142.686
2721635.870,1257147.800
2721708.719,1257155.385
2721729.160,1257157.931
2721779.730,1257164.230
2721805.735,1257167.556
2721884.407,1257179.199
2721979.131,1257195.074
2722041.925,1257206.539
2722111.247,1257220.475
2722152.295,1257229.380
2722185.863,1257236.174
2722292.756,1257260.516
2722315.863,1257266.161
2722417.289,1257291.032
2722507.426,1257314.316
2722682.584,1257360.883
2722856.506,1257408.156
2723025.313,1257454.371
2723119.903,1257480.768
2723210.349,1257505.174
2723296.075,1257528.634
2723394.855,1257555.797
2723517.093,1257590.017
2723655.673,1257627.480
2723678.666,1257633.939
2723760.336,1257656.339
2723947.487,1257707.315
2724082.435,1257744.218
2724148.745,1257762.345
2724331.659,1257811.906
2724527.274,1257864.820
2724695.788,1257910.993
2724743.798,1257924.155
2724832.954,1257948.599
2724977.265,1257989.089
2725047.919,1258008.531
2725122.115,1258028.625
2725158.454,1258038.457
2725218.218,1258054.750
2725329.712,1258082.901
2725411.575,1258101.607
2725454.729,1258110.313
2725507.328,1258120.129
2725550.667,1258126.981
2725601.413,1258134.019
2725646.234,1258139.020
2725691.425,1258142.539
2725742.357,1258145.132
2725800.699,1258145.873
2725863.299,1258144.392
2725917.565,1258140.872
2725983.499,1258134.019
2726019.324,1258129.261
2726033.584,1258126.909
2726068.443,1258120.302
2726119.637,1258109.569
2726177.961,1258096.205
2726196.119,1258091.238
2726251.867,1258074.939
2726275.390,1258066.975
2726303.170,1258057.529
2726337.619,1258044.750
2726376.883,1258029.007
2726412.443,1258013.450
2726453.189,1257994.372
2726498.194,1257971.961
2726548.015,1257944.180
2726588.206,1257920.104
2726621.544,1257899.175
2726655.067,1257876.394
2726691.182,1257850.466
2726744.151,1257809.905
2726794.713,1257769.714
2726893.058,1257692.482
2726912.636,1257677.887
2726936.769,1257660.255
2726980.292,1257630.621
2727013.260,1257610.249
2727046.597,1257591.173
2727081.047,1257572.651
2727119.384,1257554.317
2727155.870,1257538.759
2727207.544,1257519.126
2727251.808,1257504.310
2727323.299,1257483.196
2727376.825,1257468.750
2727846.209,1257341.604
2727864.849,1257336.510
2728338.057,1257208.161
2728562.160,1257147.413
2728629.761,1257129.076
2728711.067,1257106.112
2728755.704,1257093.517
2728810.422,1257075.816
2728829.602,1257068.884
2728841.825,1257064.809
2728866.087,1257055.919
2728880.560,1257050.541
2728900.536,1257042.583
2728928.617,1257030.174
2728958.780,1257016.045
2728987.673,1257002.234
2729013.390,1256988.422
2729040.060,1256973.658
2729061.968,1256960.641
2729084.986,1256946.195
2729103.560,1256933.971
2729124.198,1256920.478
2729143.088,1256907.142
2729157.693,1256896.030
2729193.413,1256868.725
2729217.860,1256849.199
2729242.942,1256828.879
2729257.389,1256816.656
2729282.948,1256794.748
2729309.301,1256771.253
2729343.908,1256740.296
2729378.758,1256708.694
2729401.113,1256688.894
2729518.514,1256584.667
2729534.433,1256570.052
2729615.977,1256496.947
2729636.509,1256478.612
2729816.626,1256318.524
2729874.476,1256271.283
2729917.339,1256237.786
2729964.805,1256202.227
2730015.801,1256167.372
2730044.817,1256147.458
2730102.601,1256111.581
2730156.734,1256079.830
2730242.458,1256033.317
2730350.092,1255978.389
2730436.354,1255934.964
2730537.416,1255883.774
2730730.298,1255786.461
2731328.882,1255484.210
2731413.013,1255441.634
2731505.794,1255394.822
2731591.676,1255353.448
2731655.971,1255322.909
2731708.518,1255300.049
2731770.112,1255275.601
2731795.512,1255266.393
2731856.157,1255246.550
2731908.862,1255231.469
2731958.074,1255219.404
2732011.890,1255207.973
2732061.896,1255198.924
2732116.665,1255191.146
2732195.564,1255182.097
2732264.207,1255176.035
2732269.373,1255175.692
2732272.354,1255175.455
2732336.534,1255170.349
2732412.098,1255165.110
2732507.508,1255158.125
2732569.262,1255152.885
2732636.412,1255146.059
2732720.868,1255135.582
2732787.385,1255125.422
2732843.582,1255115.579
2732912.798,1255101.449
2732965.661,1255089.384
2733029.638,1255073.034
2733108.697,1255050.333
2733164.577,1255032.394
2733204.900,1255018.900
2733250.540,1255002.254
2733256.811,1255000.009
2733257.830,1254999.615
2733304.118,1254981.753
2733329.677,1254971.276
2733359.997,1254958.735
2733405.876,1254938.574
2733464.932,1254910.951
2733516.049,1254885.551
2733570.818,1254856.818
2733623.840,1254827.291
2733676.386,1254796.334
2733721.471,1254768.394
2733765.446,1254739.819
2733844.181,1254685.469
2733891.278,1254651.338
2733939.961,1254615.354
2734054.129,1254528.174
2734104.154,1254489.592
2734108.975,1254485.950
2734109.528,1254485.524
2734117.365,1254479.490
2734225.050,1254397.469
2734264.473,1254366.910
2734315.670,1254328.810
2734353.438,1254301.732
2734418.142,1254257.752
2734462.869,1254229.424
2734496.415,1254209.446
2734528.320,1254191.555
2734566.487,1254171.578
2734597.050,1254156.967
2734636.858,1254139.523
2734671.298,1254125.507
2734708.123,1254112.686
2734743.010,1254101.654
2734771.188,1254093.603
2734803.392,1254085.253
2734833.714,1254077.825
2734886.664,1254068.454
2734919.774,1254063.668
2734954.272,1254060.356
2734984.999,1254057.884
2735015.994,1254056.181
2735044.620,1254055.585
2735082.041,1254055.734
2735119.200,1254057.696
2735163.168,1254061.088
2735191.082,1254064.130
2735220.318,1254067.968
2735254.053,1254072.863
2735284.346,1254078.154
2735316.229,1254084.372
2735360.548,1254094.161
2735401.292,1254103.819
2735471.937,1254121.810
2735538.672,1254140.477
2735575.582,1254151.060
2735607.066,1254160.057
2735640.932,1254169.847
2735667.259,1254177.518
2735715.545,1254191.410
2735759.544,1254204.110
2735764.758,1254205.433
2735825.480,1254223.028
2735889.378,1254241.812
2735922.275,1254251.026
2735958.288,1254261.320
2735960.520,1254261.998
2736039.339,1254284.610
2736179.096,1254325.024
2736272.229,1254351.748
2736368.141,1254379.132
2736446.987,1254399.770
2736498.713,1254411.677
2736537.606,1254419.481
2736574.647,1254425.831
2736612.880,1254430.990
2736651.244,1254434.959
2736682.598,1254437.208
2736716.465,1254438.133
2736747.950,1254437.870
2736786.182,1254436.414
2736816.610,1254433.769
2736858.654,1254428.549
2736888.709,1254423.714
2736923.742,1254416.643
2736934.821,1254414.100
2736963.058,1254407.045
2737004.573,1254394.949
2737038.307,1254383.306
2737074.820,1254369.417
2737110.539,1254353.672
2737165.307,1254325.760
2737188.857,1254312.662
2737212.404,1254298.242
2737232.247,1254285.542
2737260.822,1254265.566
2737290.456,1254243.341
2737306.067,1254230.774
2737337.552,1254203.654
2737361.628,1254182.090
2737393.115,1254152.193
2737419.646,1254126.398
2737439.549,1254106.552
2737472.622,1254073.877
2737514.030,1254035.114
2737546.309,1254006.276
2737574.619,1253983.123
2737594.992,1253967.381
2737622.376,1253948.992
2737642.631,1253935.125
2737659.631,1253924.835
2737693.855,1253906.046
2737721.144,1253892.179
2737756.484,1253876.745
2737762.064,1253874.645
2737764.635,1253873.709
2737800.326,1253860.417
2737826.944,1253851.021
2737860.049,1253840.956
2737901.653,1253829.325
2737937.218,1253819.930
2737988.805,1253807.044
2738042.579,1253793.482
2738089.353,1253781.307
2738120.436,1253772.972
2738157.078,1253761.685
2738178.958,1253755.260
2738198.929,1253748.140
2738219.420,1253741.020
2738243.731,1253731.297
2738279.851,1253715.320
2738293.223,1253709.067
2738308.504,1253701.254
2738327.606,1253691.181
2738351.223,1253677.636
2738375.013,1253662.703
2738397.241,1253647.248
2738426.936,1253625.366
2738451.074,1253605.397
2738464.098,1253594.109
2738479.033,1253580.564
2738495.703,1253564.588
2738522.272,1253536.456
2738544.500,1253511.797
